Time, Ch01, Ch02, Ch03, Ch04, Ch05, Ch06, Ch07, Ch08, Ch09
0.056,2956.72265625,-1493.975341796875,-630.86358642578125,-2126.79052734375,-1239.9951171875,1877.663818359375,118.85170745849609,1196.9547119140625,0
0.06,2470.239013671875,-604.08123779296875,-206.08749389648438,-1122.859375,-217.7974853515625,606.02801513671875,320.49008178710938,113.7557373046875,0
0.064,3015.946533203125,-915.57275390625,-433.99359130859375,-1556.048828125,-881.97479248046875,1189.5560302734375,-27.902486801147461,1049.1634521484375,0
0.068,3974.423828125,-2117.149169921875,-1068.6968994140625,-2954.948486328125,-2657.617919921875,3112.744140625,-648.3680419921875,3378.3203125,0
0.072,3492.428466796875,-2244.54638671875,-1082.271240234375,-3079.444091796875,-2795.486328125,3311.783935546875,-650.2869873046875,3801.557373046875,0
0.076,1944.908935546875,-852.1219482421875,-321.89422607421875,-1445.537109375,-825.64715576171875,1175.594482421875,26.317775726318359,1545.4208984375,0
0.08,1816.8236083984375,-17.46539306640625,81.065109252929688,-431.26336669921875,274.69012451171875,-54.226715087890625,353.36367797851562,26.948171615600586,0
0.084,3436.430908203125,-1031.380859375,-495.94134521484375,-1566.4088134765625,-1191.3681640625,1526.8267822265625,-169.0404052734375,1535.7408447265625,0
0.088,4125.72900390625,-2234.75146484375,-1115.5595703125,-3000.063232421875,-2823.126220703125,3326.66552734375,-683.79052734375,3568.31982421875,0
0.092,2654.702392578125,-1725.2818603515625,-796.8662109375,-2470.813232421875,-2052.021484375,2523.70654296875,-376.22943115234375,2944.310546875,0
0.096,1338.0687255859375,-378.19400024414062,-69.414527893066406,-865.41143798828125,-204.13764953613281,529.67889404296875,238.81791687011719,792.3271484375,0
0.1,2138.421875,-250.30830383300781,-33.267894744873047,-602.228515625,-99.113021850585938,401.78231811523438,227.48088073730469,395.94647216796875,0
0.104,3526.20068359375,-1299.7386474609375,-615.98065185546875,-1800.7890625,-1571.9326171875,1976.8802490234375,-287.66366577148438,1981.2015380859375,0
0.108,3233.764892578125,-1762.0224609375,-848.1961669921875,-2435.630126953125,-2174.483642578125,2625.264892578125,-465.44500732421875,2879.088623046875,0
0.112,1878.8154296875,-1067.7073974609375,-450.514404296875,-1672.899169921875,-1201.7259521484375,1592.6282958984375,-115.05985260009766,1952.557373046875,0
0.116,1566.859130859375,-417.50332641601562,-98.50701904296875,-823.26922607421875,-338.03799438476562,678.1962890625,163.12858581542969,865.81622314453125,0
0.12,2436.50341796875,-637.74530029296875,-234.4378662109375,-986.69775390625,-669.84783935546875,1026.462890625,24.052425384521484,1039.5054931640625,0
0.124,2878.389892578125,-1128.4173583984375,-512.12548828125,-1593.0111083984375,-1341.2861328125,1722.4638671875,-210.74043273925781,1792.0084228515625,0
0.128,2324.35546875,-1136.145263671875,-511.75213623046875,-1682.7232666015625,-1346.4124755859375,1720.1195068359375,-201.921630859375,1950.0693359375,0
0.132,1773.875,-814.34112548828125,-324.06771850585938,-1294.9173583984375,-917.66815185546875,1279.376708984375,-49.946338653564453,1534.8052978515625,0
0.136,1878.6129150390625,-650.89923095703125,-230.56327819824219,-1021.5104370117188,-705.57391357421875,1065.1820068359375,14.625020027160645,1207.6197509765625,0
0.14,2158.951171875,-702.91326904296875,-268.78872680664062,-1050.0963134765625,-776.24298095703125,1124.609375,-22.863689422607422,1190.0048828125,0
0.144,2121.66162109375,-772.7659912109375,-319.26678466796875,-1170.6370849609375,-876.2552490234375,1208.3759765625,-65.354354858398438,1310.1728515625,0
0.148,1929.817138671875,-796.2283935546875,-332.07073974609375,-1224.109375,-925.18817138671875,1259.7750244140625,-82.444747924804688,1427.998779296875,0
0.152,1832.203857421875,-777.12078857421875,-311.87216186523438,-1174.4508056640625,-909.5579833984375,1256.0054931640625,-74.976852416992188,1433.1431884765625,0
0.156,1776.8564453125,-685.8349609375,-258.06503295898438,-1031.180419921875,-780.38104248046875,1118.8824462890625,-33.571647644042969,1255.3701171875,0
0.16,1714.9716796875,-579.02911376953125,-207.3719482421875,-898.9119873046875,-632.92266845703125,948.0428466796875,8.0589475631713867,1048.2509765625,0
0.164,1716.3818359375,-573.27294921875,-213.36994934082031,-900.2327880859375,-638.26922607421875,942.39874267578125,-2.8547623157501221,1039.111083984375,0
0.168,1733.919677734375,-645.2860107421875,-254.07731628417969,-984.98468017578125,-751.86993408203125,1060.2415771484375,-46.224353790283203,1177.4322509765625,0
0.172,1649.224609375,-660.53973388671875,-258.72274780273438,-994.2034912109375,-776.9456787109375,1086.231201171875,-55.958049774169922,1221.66015625,0
0.176,1516.184326171875,-589.4119873046875,-218.25749206542969,-898.17498779296875,-678.443359375,980.568359375,-24.049739837646484,1111.03125,0
0.18,1464.494873046875,-515.8818359375,-180.88362121582031,-798.7001953125,-580.92498779296875,874.2376708984375,4.6528306007385254,980.13739013671875,0
0.184,1466.154052734375,-480.735595703125,-167.12458801269531,-751.0770263671875,-540.60430908203125,822.09063720703125,10.937841415405273,908.4769287109375,0
0.188,1431.84375,-473.45849609375,-168.2406005859375,-744.60400390625,-539.87469482421875,808.34649658203125,3.1554496288299561,897.22900390625,0
0.192,1386.6331787109375,-501.88323974609375,-185.01777648925781,-776.46258544921875,-587.0487060546875,854.05242919921875,-17.484416961669922,958.7860107421875,0
0.196,1358.019287109375,-534.3984375,-199.8575439453125,-802.3470458984375,-634.82977294921875,910.18585205078125,-33.947479248046875,1023.11572265625,0
0.2,1278.6363525390625,-481.48397827148438,-169.51945495605469,-727.59832763671875,-560.60821533203125,831.07928466796875,-9.8875913619995117,933.49267578125,0
0.204,1159.9632568359375,-356.81268310546875,-106.49210357666016,-577.51251220703125,-392.11563110351562,638.60089111328125,39.989593505859375,719.27423095703125,0
0.208,1139.8779296875,-316.19793701171875,-91.942123413085938,-528.3460693359375,-348.124755859375,578.41815185546875,44.598590850830078,645.9453125,0
0.212,1217.655029296875,-412.505126953125,-146.78083801269531,-635.26385498046875,-491.421142578125,729.25653076171875,-9.4116573333740234,805.83984375,0
0.216,1196.2066650390625,-477.10488891601562,-178.78414916992188,-704.98504638671875,-580.5545654296875,827.18145751953125,-39.063121795654297,923.1728515625,0
0.22,1022.5881958007812,-383.33773803710938,-126.25492858886719,-591.17657470703125,-448.24267578125,682.62615966796875,5.0995659828186035,779.95458984375,0
0.224,907.77703857421875,-253.68119812011719,-59.878986358642578,-431.386474609375,-274.71377563476562,488.61221313476562,57.190479278564453,561.5911865234375,0
0.228,966.5506591796875,-250.43074035644531,-64.201271057128906,-417.2392578125,-280.93960571289062,487.02963256835938,46.066650390625,537.74932861328125,0
0.232,1025.9710693359375,-326.89901733398438,-108.86867523193359,-504.11215209960938,-392.57577514648438,599.7734375,2.6803722381591797,656.6982421875,0
0.236,942.25665283203125,-346.73748779296875,-119.21397399902344,-530.35662841796875,-420.89956665039062,626.03594970703125,-8.473668098449707,705.25653076171875,0
0.24,823.8084716796875,-298.52041625976562,-91.587203979492188,-468.43954467773438,-355.82357788085938,556.90985107421875,12.702522277832031,641.50048828125,0
0.244,788.30731201171875,-242.67851257324219,-61.963542938232422,-388.71932983398438,-281.83139038085938,477.26385498046875,34.445770263671875,541.87353515625,0
0.248,775.25408935546875,-191.587890625,-39.051555633544922,-321.79208374023438,-215.30722045898438,396.06439208984375,49.886280059814453,438.56484985351562,0
0.252,738.30938720703125,-169.53781127929688,-33.633045196533203,-299.853759765625,-191.91389465332031,356.78167724609375,49.270069122314453,397.30322265625,0
0.256,743.9853515625,-230.39958190917969,-68.692588806152344,-370.67886352539062,-283.68374633789062,451.89453125,13.880895614624023,508.74334716796875,0
0.26,760.01629638671875,-305.75454711914062,-105.47697448730469,-448.17416381835938,-388.189453125,571.56817626953125,-19.725961685180664,642.810546875,0
0.264,649.1806640625,-233.46142578125,-63.871082305908203,-355.36196899414062,-283.10391235351562,458.72021484375,16.403457641601562,522.7216796875,0
0.268,482.1103515625,-52.883525848388672,27.693685531616211,-144.12043762207031,-36.718029022216797,178.78059387207031,91.565780639648438,215.52682495117188,0
0.272,508.30508422851562,-27.768957138061523,31.939218521118164,-112.34954833984375,-16.559463500976562,143.16938781738281,86.47369384765625,161.7928466796875,0
0.276,692.00958251953125,-220.40324401855469,-73.480697631835938,-329.46493530273438,-291.34652709960938,440.52719116210938,-9.9203109741210938,475.74453735351562,0
0.28,677.0032958984375,-321.27783203125,-121.42592620849609,-444.36557006835938,-422.93984985351562,589.43634033203125,-49.047466278076172,655.9915771484375,0
0.284,389.36148071289062,-127.82015228271484,-14.67341136932373,-220.83232116699219,-147.85421752929688,288.74993896484375,44.595970153808594,352.80389404296875,0
0.288,236.87849426269531,87.512290954589844,93.805198669433594,36.769031524658203,139.8109130859375,-35.110126495361328,130.83529663085938,-12.876996040344238,0
0.292,446.2421875,-4.6003632545471191,35.568042755126953,-56.641956329345703,-3.6975703239440918,111.291259765625,70.742347717285156,108.593017578125,0
0.296,642.8646240234375,-244.337890625,-93.098556518554688,-333.62890625,-335.54632568359375,470.51034545898438,-41.495513916015625,497.17276000976562,0
0.3,455.87588500976562,-236.4793701171875,-82.984580993652344,-335.134521484375,-313.48748779296875,448.31234741210938,-28.1009521484375,514.6981201171875,0
0.304,145.30281066894531,9.7335004806518555,49.955791473388672,-48.112846374511719,27.283687591552734,76.099327087402344,85.036537170410156,129.654052734375,0
0.308,167.83235168457031,116.71348571777344,100.48553466796875,95.726547241210938,161.5462646484375,-76.4461669921875,119.33270263671875,-72.604164123535156,0
0.312,424.03558349609375,-43.135814666748047,8.3046035766601562,-77.76898193359375,-67.981895446777344,164.9476318359375,33.632884979248047,153.92578125,0
0.316,456.73599243164062,-182.9010009765625,-66.4324951171875,-251.31648254394531,-256.27825927734375,364.59661865234375,-28.997308731079102,391.42098999023438,0
0.32,210.46818542480469,-95.51422119140625,-15.940243721008301,-161.32015991210938,-130.50532531738281,228.19418334960938,16.446456909179688,284.83926391601562,0
0.324,63.417583465576172,58.267894744873047,66.875900268554688,29.62835693359375,77.001998901367188,4.287325382232666,83.336166381835938,38.598869323730469,0
0.328,173.48486328125,67.754440307617188,67.559616088867188,61.274829864501953,82.66290283203125,-6.132565975189209,77.579856872558594,-11.364273071289062,0
0.332,286.21279907226562,-20.161144256591797,15.410006523132324,-40.405181884765625,-40.155693054199219,117.20555114746094,30.579219818115234,109.42826080322266,0
0.336,217.15316772460938,-54.944999694824219,-4.6394600868225098,-94.891822814941406,-87.185104370117188,161.7386474609375,13.640205383300781,183.50068664550781,0
0.34,100.09964752197266,-19.818359375,16.356683731079102,-54.956867218017578,-40.301654815673828,113.26524353027344,30.038858413696289,150.46174621582031,0
0.344,77.188522338867188,23.602640151977539,41.208465576171875,11.171346664428711,18.049571990966797,53.393951416015625,48.352924346923828,73.895858764648438,0
0.348,91.049728393554688,59.08013916015625,57.420684814453125,62.135913848876953,66.992759704589844,-5.2581009864807129,60.218040466308594,-8.2139492034912109,0
0.352,78.53997802734375,72.550254821777344,59.029613494873047,72.621482849121094,82.794822692871094,-33.300518035888672,59.623466491699219,-40.079174041748047,0
0.356,83.596275329589844,28.593582153320312,32.790935516357422,16.408197402954102,16.624166488647461,34.07635498046875,34.195362091064453,41.639202117919922,0
0.36,95.589515686035156,-27.533229827880859,5.2591652870178223,-43.831378936767578,-61.759479522705078,122.7607421875,8.8370561599731445,143.67839050292969,0
0.364,29.330083847045898,10.572688102722168,28.439245223999023,7.6391172409057617,-4.5323920249938965,61.972301483154297,28.946630477905273,79.7431640625,0
0.368,-70.193954467773438,120.26255035400391,84.583984375,137.34834289550781,147.41488647460938,-109.690673828125,75.864280700683594,-109.98046875,0
0.372,-50.992118835449219,140.50297546386719,89.592979431152344,162.01957702636719,167.91792297363281,-140.15829467773438,75.73492431640625,-153.8800048828125,0
0.376,60.747772216796875,31.270956039428711,28.949579238891602,37.364185333251953,11.735323905944824,27.32135009765625,20.294610977172852,22.231607437133789,0
0.38,56.568103790283203,-32.894645690917969,-2.4869568347930908,-37.520977020263672,-72.8612060546875,121.15207672119141,-5.7266068458557129,136.19267272949219,0
0.384,-99.893592834472656,62.588428497314453,50.623332977294922,72.444015502929688,64.04327392578125,-28.154352188110352,41.309684753417969,-11.168312072753906,0
0.388,-181.89802551269531,176.36405944824219,108.34188079833984,209.743408203125,217.322021484375,-199.37374877929688,87.924293518066406,-205.00032043457031,0
0.392,-73.118797302246094,137.3013916015625,82.534141540527344,172.23396301269531,155.75883483886719,-137.67098999023438,60.945354461669922,-159.9400634765625,0
0.396,29.124053955078125,20.346384048461914,18.800365447998047,36.063213348388672,-6.2805547714233398,35.634788513183594,5.1853628158569336,26.313716888427734,0
0.4,-58.28515625,15.540507316589355,18.513956069946289,23.408523559570312,-7.817652702331543,36.692821502685547,7.012331485748291,49.527935028076172,0
0.404,-205.15824890136719,122.96488952636719,76.925254821777344,148.41459655761719,141.29533386230469,-125.78916931152344,56.765647888183594,-115.81894683837891,0
0.408,-197.30868530273438,174.34994506835938,101.85591888427734,218.57597351074219,207.15263366699219,-199.61083984375,74.251441955566406,-213.45097351074219,0
0.412,-83.333724975585938,110.7445068359375,64.528076171875,150.9356689453125,116.19891357421875,-105.0535888671875,39.459197998046875,-128.8685302734375,0
0.416,-66.172447204589844,50.445587158203125,31.370931625366211,74.943763732910156,34.999755859375,-20.569408416748047,11.687528610229492,-28.726480484008789,0
0.42,-167.79292297363281,79.913841247558594,48.235374450683594,103.01446533203125,77.598365783691406,-67.572128295898438,27.010950088500977,-60.668048858642578,0
0.424,-229.54106140136719,138.41325378417969,80.013168334960938,176.3878173828125,156.67770385742188,-152.67707824707031,52.543262481689453,-153.138916015625,0
0.428,-187.92074584960938,144.73149108886719,81.900489807128906,193.33222961425781,163.27473449707031,-161.48347473144531,51.676708221435547,-178.90768432617188,0
0.432,-143.66487121582031,114.05291748046875,63.167919158935547,158.288818359375,120.99261474609375,-120.22430419921875,34.852611541748047,-140.60627746582031,0
0.436,-168.01310729980469,100.226318359375,54.626544952392578,135.98388671875,102.25162506103516,-103.50978851318359,27.660470962524414,-112.81331634521484,0
0.44,-211.43135070800781,110.38297271728516,60.592796325683594,146.60140991210938,115.37455749511719,-117.79575347900391,31.976455688476562,-120.10404205322266,0
0.444,-220.9632568359375,123.91180419921875,68.52435302734375,168.20735168457031,133.57173156738281,-136.80046081542969,37.422698974609375,-144.3497314453125,0
0.448,-215.44868469238281,134.85578918457031,73.546920776367188,185.17167663574219,149.3634033203125,-156.0657958984375,40.970966339111328,-172.16911315917969,0
0.452,-218.75668334960938,139.36152648925781,73.879562377929688,188.95394897460938,155.46195983886719,-166.69319152832031,40.775432586669922,-184.76164245605469,0
0.456,-219.23051452636719,127.44023132324219,66.147682189941406,172.99470520019531,137.53153991699219,-149.49101257324219,33.266521453857422,-163.18974304199219,0
0.46,-217.70344543457031,111.07637786865234,57.71893310546875,155.20541381835938,114.46458435058594,-124.30322265625,25.287456512451172,-133.68586730957031,0
0.464,-235.79940795898438,118.75228118896484,62.407489776611328,166.55793762207031,126.39327239990234,-137.33552551269531,29.231588363647461,-147.25717163085938,0
0.468,-261.95443725585938,145.822021484375,76.057518005371094,199.16171264648438,164.37606811523438,-180.45429992675781,40.771209716796875,-195.3863525390625,0
0.472,-258.85205078125,153.00399780273438,78.108314514160156,207.97798156738281,172.80319213867188,-192.0697021484375,41.538745880126953,-211.307861328125,0
0.476,-233.63569641113281,129.33882141113281,64.43902587890625,180.85746765136719,138.85592651367188,-156.72615051269531,28.785293579101562,-174.6624755859375,0
0.48,-234.48896789550781,112.87577056884766,55.925651550292969,161.46420288085938,117.00443267822266,-133.62509155273438,21.366067886352539,-146.5408935546875,0
0.484,-268.41064453125,129.43351745605469,65.177490234375,180.63070678710938,141.20370483398438,-160.57356262207031,29.492242813110352,-171.95783996582031,0
0.488,-286.91717529296875,152.27120971679688,76.835121154785156,208.76445007324219,172.38349914550781,-195.68693542480469,38.941978454589844,-211.62458801269531,0
0.492,-267.43759155273438,148.05509948730469,73.46478271484375,205.85563659667969,165.38752746582031,-189.82109069824219,35.079181671142578,-210.20893859863281,0
0.496,-248.50508117675781,128.02510070800781,62.080432891845703,182.3380126953125,137.69123840332031,-161.43147277832031,24.943948745727539,-180.20735168457031,0
0.5,-262.73797607421875,123.80538177490234,59.835174560546875,175.70932006835938,132.80517578125,-157.12216186523438,23.233221054077148,-171.25851440429688,0
0.504,-287.217041015625,137.51628112792969,67.23992919921875,191.72470092773438,152.18070983886719,-178.42207336425781,29.544277191162109,-191.96806335449219,0
0.508,-288.03408813476562,146.0836181640625,71.390914916992188,203.9437255859375,163.75289916992188,-191.37983703613281,32.629718780517578,-208.95783996582031,0
0.512,-272.96630859375,140.23046875,67.45550537109375,198.4755859375,155.64852905273438,-183.78669738769531,28.914657592773438,-204.12448120117188,0
0.516,-269.71054077148438,132.3822021484375,62.604297637939453,188.2972412109375,145.23979187011719,-173.93624877929688,24.734233856201172,-192.67512512207031,0
0.52,-280.72256469726562,132.41313171386719,62.408336639404297,187.13615417480469,145.56210327148438,-175.02413940429688,24.4600830078125,-191.14253234863281,0
0.524,-288.1005859375,136.33683776855469,64.539649963378906,192.4228515625,151.00851440429688,-181.114501953125,25.950174331665039,-197.36592102050781,0
0.528,-285.49700927734375,137.74894714355469,65.156005859375,195.59733581542969,153.17013549804688,-183.9754638671875,26.257532119750977,-202.34761047363281,0
0.532,-281.76742553710938,136.41899108886719,64.01434326171875,194.35397338867188,151.73954772949219,-183.48112487792969,25.35491943359375,-203.0025634765625,0
0.536,-282.547119140625,134.70832824707031,62.664417266845703,191.50862121582031,149.60897827148438,-182.17135620117188,24.312789916992188,-201.04704284667969,0
0.54,-284.94784545898438,133.55903625488281,61.813201904296875,189.6090087890625,148.02987670898438,-181.04423522949219,23.549697875976562,-198.9627685546875,0
0.544,-285.7177734375,132.77804565429688,61.261871337890625,188.97555541992188,147.06637573242188,-180.38044738769531,23.006435394287109,-198.21040344238281,0
0.548,-284.88885498046875,131.98042297363281,60.681243896484375,188.50314331054688,146.3822021484375,-180.04769897460938,22.531341552734375,-198.38461303710938,0
0.552,-284.05145263671875,131.52243041992188,60.244464874267578,188.00566101074219,146.27861022949219,-180.41191101074219,22.253829956054688,-199.13693237304688,0
0.556,-284.57601928710938,132.22770690917969,60.407562255859375,188.54374694824219,147.63790893554688,-182.49089050292969,22.438287734985352,-201.32441711425781,0
0.56,-285.1142578125,132.62739562988281,60.393230438232422,188.80322265625,148.39118957519531,-184.02853393554688,22.372768402099609,-202.75566101074219,0
0.564,-282.46185302734375,129.45478820800781,58.528617858886719,185.19247436523438,144.22201538085938,-180.01058959960938,20.758993148803711,-198.31478881835938,0
0.568,-278.26187133789062,124.15000915527344,55.676048278808594,179.23092651367188,137.4163818359375,-172.70285034179688,18.510601043701172,-190.41642761230469,0
0.572,-278.96005249023438,123.68294525146484,55.438098907470703,178.6243896484375,137.53535461425781,-172.91435241699219,18.680919647216797,-190.50556945800781,0
0.576,-283.86880493164062,129.26542663574219,58.178215026855469,184.6888427734375,145.699462890625,-182.31819152832031,21.284784317016602,-200.65534973144531,0
0.58,-282.64419555664062,131.04243469238281,58.660808563232422,186.39901733398438,148.08283996582031,-185.60539245605469,21.663585662841797,-204.7445068359375,0
0.584,-272.65396118164062,122.776611328125,54.013542175292969,176.7620849609375,136.74821472167969,-173.5538330078125,17.636043548583984,-192.23152160644531,0
0.588,-267.101318359375,114.46262359619141,49.808685302734375,167.02023315429688,126.09194183349609,-161.80876159667969,14.290420532226562,-179.031494140625,0
0.592,-274.10214233398438,117.99344635009766,51.977001190185547,170.76315307617188,131.98324584960938,-168.19062805175781,16.520685195922852,-184.94026184082031,0
0.596,-280.34716796875,126.71209716796875,56.47235107421875,180.67741394042969,144.30827331542969,-181.94609069824219,20.460870742797852,-200.09928894042969,0
0.6,-271.67196655273438,124.78353118896484,55.035633087158203,178.49153137207031,141.37480163574219,-179.14338684082031,19.072378158569336,-198.65620422363281,0
0.604,-258.09954833984375,113.01686859130859,48.678020477294922,164.54171752929688,125.32878112792969,-161.81877136230469,13.694483757019043,-180.4642333984375,0
0.608,-258.36053466796875,107.82381439208984,46.216533660888672,157.7027587890625,119.05607604980469,-154.98046875,12.038853645324707,-171.509521484375,0
0.612,-268.4404296875,114.59629821777344,50.02435302734375,165.0447998046875,129.13912963867188,-165.97505187988281,15.714879035949707,-182.069580078125,0
0.616,-268.381103515625,119.96561431884766,52.656455993652344,171.55354309082031,136.71086120605469,-174.22761535644531,18.080636978149414,-192.07080078125,0
0.62,-255.53564453125,114.29738616943359,49.234214782714844,165.21005249023438,129.07231140136719,-165.91744995117188,15.26433277130127,-184.95394897460938,0
0.624,-247.28520202636719,105.53548431396484,44.435783386230469,154.36799621582031,117.67086029052734,-153.56623840332031,11.560175895690918,-171.41413879394531,0
0.628,-251.18501281738281,104.09072113037109,43.892601013183594,151.76860046386719,116.52469635009766,-152.3079833984375,11.571202278137207,-168.27229309082031,0
0.632,-255.02255249023438,107.53759765625,45.994598388671875,155.692626953125,121.7879638671875,-157.866943359375,13.629252433776855,-173.71928405761719,0
0.636,-249.71513366699219,108.19441986083984,46.339641571044922,156.84371948242188,122.9708251953125,-159.01054382324219,14.067133903503418,-176.240478515625,0
0.64,-241.9862060546875,105.2198486328125,44.521953582763672,153.0322265625,119.23050689697266,-155.04252624511719,12.752041816711426,-172.92887878417969,0
0.644,-238.989501953125,101.71270751953125,42.516437530517578,147.83784484863281,114.79179382324219,-150.3929443359375,11.334495544433594,-167.33283996582031,0
0.648,-237.60676574707031,98.420936584472656,40.937774658203125,143.2666015625,110.60878753662109,-145.7000732421875,10.229879379272461,-161.32943725585938,0
0.652,-234.75253295898438,96.399864196777344,40.164264678955078,140.9027099609375,108.32535552978516,-142.7813720703125,9.8552703857421875,-158.12419128417969,0
0.656,-233.17631530761719,97.996444702148438,41.053009033203125,142.58464050292969,111.14250183105469,-145.5438232421875,11.03148365020752,-161.65670776367188,0
0.66,-231.96736145019531,100.37493896484375,41.99365234375,144.54972839355469,114.76558685302734,-149.42936706542969,12.235128402709961,-166.34909057617188,0
0.664,-225.67524719238281,96.721908569335938,39.739330291748047,139.50448608398438,109.80637359619141,-143.91398620605469,10.59111499786377,-160.62687683105469,0
0.668,-217.10212707519531,88.407394409179688,35.404285430908203,129.47639465332031,98.737770080566406,-131.49604797363281,7.2546920776367188,-146.97038269042969,0
0.672,-216.04318237304688,85.881065368652344,34.397789001464844,126.22159576416016,96.16943359375,-128.25675964355469,6.9456610679626465,-142.7803955078125,0
0.676,-221.02734375,91.91363525390625,37.722492218017578,132.7032470703125,105.21736907958984,-137.83735656738281,10.202009201049805,-152.86421203613281,0
0.68,-218.46310424804688,94.976646423339844,39.132133483886719,135.80851745605469,109.45042419433594,-142.33139038085938,11.474057197570801,-158.53878784179688,0
0.684,-205.66093444824219,87.196311950683594,34.833820343017578,126.42746734619141,98.608070373535156,-130.38398742675781,7.8563857078552246,-146.48593139648438,0
0.688,-197.66850280761719,78.076416015625,30.196828842163086,115.24971771240234,86.587646484375,-117.04689788818359,4.3256707191467285,-131.44218444824219,0
0.692,-202.68815612792969,79.571998596191406,31.340246200561523,116.23207855224609,89.550514221191406,-119.97035980224609,5.9425187110900879,-133.18766784667969,0
0.696,-207.38290405273438,86.574012756347656,35.137531280517578,124.01982116699219,99.625289916992188,-130.64225769042969,9.580535888671875,-144.78462219238281,0
0.7,-198.71540832519531,85.470321655273438,34.395977020263672,122.82955169677734,98.171043395996094,-128.74264526367188,9.060826301574707,-144.44381713867188,0
0.704,-185.56755065917969,76.13934326171875,29.415609359741211,111.69571685791016,85.773239135742188,-114.88005065917969,5.0621170997619629,-130.32829284667969,0
0.708,-183.45951843261719,70.997596740722656,26.935970306396484,104.75053405761719,79.600990295410156,-107.734619140625,3.4920058250427246,-121.376953125,0
0.712,-189.22578430175781,74.560081481933594,29.124624252319336,108.14217376708984,85.243431091308594,-113.35833740234375,5.8532590866088867,-126.17488861083984,0
0.716,-187.89237976074219,77.892234802246094,30.972625732421875,112.05851745605469,90.099632263183594,-118.16398620605469,7.6244139671325684,-131.97798156738281,0
0.72,-177.5299072265625,74.26275634765625,28.952194213867188,107.88031005859375,85.289344787597656,-112.69309997558594,6.0184454917907715,-127.36149597167969,0
0.724,-170.068115234375,68.302536010742188,25.764003753662109,100.18174743652344,77.558395385742188,-104.19456481933594,3.6476447582244873,-118.02490234375,0
0.728,-170.53244018554688,66.446151733398438,24.927877426147461,96.951522827148438,75.57806396484375,-101.76731872558594,3.4504046440124512,-114.11932373046875,0
0.732,-171.19438171386719,67.58990478515625,25.720165252685547,97.862060546875,77.514137268066406,-103.32359313964844,4.5875535011291504,-115.37563323974609,0
0.736,-166.43600463867188,67.436668395996094,25.684209823608398,97.780807495117188,77.498580932617188,-102.80928802490234,4.9520750045776367,-115.74112701416016,0
0.74,-160.18159484863281,65.368812561035156,24.514644622802734,95.050582885742188,74.864540100097656,-99.745567321777344,4.3415594100952148,-113.28404235839844,0
0.744,-156.62528991699219,62.96307373046875,23.224391937255859,91.341758728027344,71.807418823242188,-96.279464721679688,3.5581791400909424,-109.4024658203125,0
0.748,-154.15693664550781,60.623222351074219,22.172924041748047,87.835960388183594,68.889732360839844,-92.67376708984375,2.8652739524841309,-104.9908447265625,0
0.752,-150.95475769042969,58.854541778564453,21.559606552124023,85.434371948242188,66.86859130859375,-89.8638916015625,2.5315227508544922,-101.80783843994141,0
0.756,-148.2086181640625,58.773143768310547,21.744409561157227,85.074569702148438,67.21124267578125,-89.849876403808594,2.953794002532959,-101.91748046875,0
