Time, Ch01, Ch02, Ch03, Ch04, Ch05, Ch06, Ch07, Ch08, Ch09
3.8,57.36090087890625,36.889122009277344,226.8323974609375,-1516.2757568359375,-1005.353515625,-1050.964599609375,-1047.9674072265625,-1699.0615234375,0
3.804,57.076446533203125,40.601737976074219,225.87248229980469,-1507.142333984375,-941.94500732421875,-985.18096923828125,-979.45880126953125,-1629.7669677734375,0
3.808,56.2125244140625,44.261058807373047,225.21017456054688,-1495.4833984375,-876.42254638671875,-919.0849609375,-910.45379638671875,-1559.5400390625,0
3.812,57.051349639892578,47.805797576904297,224.13899230957031,-1485.9163818359375,-814.0169677734375,-853.77471923828125,-842.3577880859375,-1490.0443115234375,0
3.816,56.955883026123047,48.847320556640625,223.45101928710938,-1473.269287109375,-750.53936767578125,-788.82843017578125,-775.25909423828125,-1421.1575927734375,0
3.82,58.398998260498047,48.146537780761719,222.61299133300781,-1462.9281005859375,-689.51641845703125,-724.6468505859375,-709.42498779296875,-1354.053466796875,0
3.824,60.068279266357422,45.78887939453125,221.97810363769531,-1451.281982421875,-628.55029296875,-661.7137451171875,-644.94677734375,-1288.4154052734375,0
3.828,60.229827880859375,42.374198913574219,221.2340087890625,-1438.3529052734375,-567.33331298828125,-600.4940185546875,-581.85040283203125,-1224.1669921875,0
3.832,61.399253845214844,40.7008056640625,219.80708312988281,-1428.124755859375,-510.21258544921875,-541.85870361328125,-520.76690673828125,-1161.92578125,0
3.836,60.864612579345703,39.332164764404297,218.69271850585938,-1415.056396484375,-452.12484741210938,-484.708740234375,-461.56802368164062,-1100.5299072265625,0
3.84,61.1346435546875,38.899345397949219,217.51896667480469,-1404.0443115234375,-396.615966796875,-428.22396850585938,-404.31689453125,-1040.412109375,0
3.844,61.03515625,38.264423370361328,216.42245483398438,-1391.935302734375,-342.21273803710938,-372.20770263671875,-348.92376708984375,-981.5947265625,0
3.848,58.845561981201172,36.17364501953125,215.09765625,-1379.5830078125,-288.89492797851562,-317.16522216796875,-295.20932006835938,-924.5496826171875,0
3.852,57.376140594482422,34.511955261230469,213.41667175292969,-1370.6595458984375,-240.22038269042969,-264.02157592773438,-243.17390441894531,-869.5189208984375,0
3.856,54.47247314453125,32.344043731689453,212.3792724609375,-1358.7587890625,-190.19660949707031,-211.77204895019531,-191.8099365234375,-814.94012451171875,0
3.86,53.000732421875,31.216756820678711,211.36528015136719,-1348.1064453125,-141.32832336425781,-159.69413757324219,-140.4188232421875,-760.98077392578125,0
3.864,52.066558837890625,30.385366439819336,210.62577819824219,-1334.8193359375,-91.239341735839844,-107.58798980712891,-88.42230224609375,-706.85772705078125,0
3.868,50.116901397705078,28.629419326782227,209.74165344238281,-1319.670654296875,-40.344623565673828,-56.064373016357422,-36.028339385986328,-652.92645263671875,0
3.872,49.532207489013672,27.883138656616211,208.2666015625,-1307.5400390625,6.2362961769104004,-6.4300980567932129,15.101778984069824,-601.06915283203125,0
3.876,47.345531463623047,26.816188812255859,207.11601257324219,-1293.760498046875,52.685779571533203,41.132598876953125,63.940044403076172,-551.77001953125,0
3.88,46.387542724609375,26.546463012695312,205.70947265625,-1283.833740234375,94.96820068359375,86.282875061035156,110.0906982421875,-505.889892578125,0
3.884,46.754180908203125,26.8978271484375,204.77766418457031,-1274.1031494140625,135.44218444824219,129.6099853515625,154.10922241210938,-461.95736694335938,0
3.888,46.929473876953125,26.819833755493164,204.29570007324219,-1264.369140625,175.26986694335938,171.11203002929688,196.27336120605469,-419.36026000976562,0
3.892,48.350414276123047,27.370794296264648,203.51840209960938,-1257.4205322265625,211.28657531738281,210.15731811523438,236.25732421875,-378.69223022460938,0
3.896,47.851543426513672,26.749563217163086,203.03678894042969,-1246.6575927734375,248.76863098144531,247.84033203125,274.81512451171875,-338.868408203125,0
3.9,47.895195007324219,25.794811248779297,202.04306030273438,-1237.5120849609375,283.11712646484375,283.84146118164062,311.84848022460938,-300.89013671875,0
3.904,48.178272247314453,24.351491928100586,201.06205749511719,-1227.400146484375,315.70986938476562,318.04067993164062,347.28555297851562,-264.88006591796875,0
3.908,48.179527282714844,22.517660140991211,200.49166870117188,-1216.9888916015625,347.58969116210938,350.92098999023438,381.589599609375,-230.56867980957031,0
3.912,49.928314208984375,22.055278778076172,200.04904174804688,-1209.8714599609375,375.64105224609375,382.035400390625,414.40371704101562,-197.95964050292969,0
3.916,49.692188262939453,20.919992446899414,200.1123046875,-1200.134765625,405.08514404296875,411.78826904296875,445.70816040039062,-166.183837890625,0
3.92,49.90106201171875,20.206369400024414,199.63249206542969,-1193.10546875,431.97525024414062,440.20889282226562,475.50552368164062,-136.16415405273438,0
3.924,50.546337127685547,19.998006820678711,199.17282104492188,-1185.21484375,458.79296875,468.51821899414062,504.680908203125,-106.74503326416016,0
3.928,50.330375671386719,19.443094253540039,198.90206909179688,-1175.91796875,487.33026123046875,498.02236938476562,534.2015380859375,-76.724365234375,0
3.932,50.455638885498047,19.345220565795898,198.02033996582031,-1168.5660400390625,513.8968505859375,527.5390625,563.48974609375,-46.730804443359375,0
3.936,48.145122528076172,18.285211563110352,197.15315246582031,-1157.7861328125,542.14306640625,555.82763671875,591.9774169921875,-17.156091690063477,0
3.94,46.741710662841797,18.5748291015625,196.1727294921875,-1148.6929931640625,567.76055908203125,582.2607421875,619.47869873046875,10.757322311401367,0
3.944,45.627342224121094,20.260402679443359,195.73300170898438,-1137.885498046875,593.11395263671875,607.65692138671875,646.3948974609375,37.902820587158203,0
3.948,43.807964324951172,21.728939056396484,195.52694702148438,-1126.27734375,618.67803955078125,632.57354736328125,672.48223876953125,64.526954650878906,0
3.952,44.022602081298828,23.647567749023438,195.009521484375,-1117.4384765625,640.7635498046875,656.80487060546875,697.06512451171875,90.260841369628906,0
3.956,43.309562683105469,23.938608169555664,194.85990905761719,-1105.1441650390625,664.24041748046875,680.5491943359375,720.2724609375,116.00431823730469,0
3.96,43.652801513671875,23.51580810546875,194.24191284179688,-1094.830078125,684.78045654296875,702.61212158203125,741.7366943359375,140.80534362792969,0
3.964,44.415843963623047,22.676509857177734,193.81990051269531,-1083.4261474609375,704.99334716796875,723.1697998046875,762.08367919921875,165.206787109375,0
3.968,44.818744659423828,21.528421401977539,193.880615234375,-1071.142333984375,726.5950927734375,743.11151123046875,782.55615234375,189.336669921875,0
3.972,46.690967559814453,21.482965469360352,193.72824096679688,-1061.001953125,746.39874267578125,762.490234375,803.8115234375,212.95947265625,0
3.976,46.473381042480469,20.594671249389648,193.46261596679688,-1046.7242431640625,769.33349609375,782.47540283203125,826.45294189453125,237.33967590332031,0
3.98,46.654571533203125,20.319250106811523,192.2288818359375,-1034.190185546875,790.48126220703125,802.53253173828125,849.04638671875,261.03631591796875,0
3.984,46.969776153564453,20.504238128662109,190.898681640625,-1021.2373046875,810.57977294921875,821.54510498046875,869.79510498046875,283.30429077148438,0
3.988,46.523040771484375,19.904918670654297,189.7906494140625,-1008.2351684570312,830.36199951171875,839.72216796875,889.00128173828125,304.40267944335938,0
3.992,47.835765838623047,19.764551162719727,188.83988952636719,-997.54998779296875,847.16571044921875,857.67041015625,907.9954833984375,324.96279907226562,0
3.996,48.570148468017578,18.901147842407227,189.11360168457031,-983.03436279296875,865.8427734375,875.65704345703125,927.0755615234375,345.40185546875,0
4,50.507530212402344,18.426525115966797,189.50541687011719,-971.25018310546875,881.3017578125,891.92755126953125,944.4022216796875,363.27627563476562,0
4.004,51.509574890136719,17.624614715576172,189.75849914550781,-960.03985595703125,895.24151611328125,905.7611083984375,959.03759765625,378.47528076171875,0
4.008,50.500263214111328,16.191930770874023,189.57209777832031,-949.38751220703125,909.37628173828125,918.15216064453125,971.95965576171875,392.18231201171875,0
4.012,50.351726531982422,16.138320922851562,188.353271484375,-941.3875732421875,921.43536376953125,930.048828125,984.41387939453125,405.552001953125,0
4.016,48.803306579589844,16.131338119506836,187.17745971679688,-929.5408935546875,936.1903076171875,942.03436279296875,996.9085693359375,419.74209594726562,0
4.02,48.740528106689453,17.369167327880859,186.10092163085938,-919.42205810546875,948.25177001953125,953.0482177734375,1008.7120971679688,433.32388305664062,0
4.024,48.922687530517578,18.678182601928711,185.60151672363281,-908.19287109375,958.9271240234375,962.73846435546875,1019.5997924804688,446.31048583984375,0
4.028,47.79901123046875,18.455663681030273,185.2449951171875,-896.8636474609375,969.08563232421875,971.36993408203125,1029.7109375,458.48236083984375,0
4.032,47.725261688232422,18.102529525756836,184.40170288085938,-888.61151123046875,975.95849609375,979.06201171875,1039.2806396484375,469.53680419921875,0
4.036,46.318443298339844,16.503988265991211,183.92050170898438,-876.98681640625,984.75958251953125,986.18603515625,1048.435302734375,480.13836669921875,0
4.04,46.281024932861328,15.399998664855957,183.23674011230469,-868.7108154296875,990.0184326171875,991.33917236328125,1055.6458740234375,488.40911865234375,0
4.044,46.7706298828125,14.706059455871582,182.72900390625,-862.5281982421875,992.43878173828125,993.82666015625,1059.761474609375,493.83041381835938,0
4.048,46.774017333984375,13.805905342102051,182.38313293457031,-858.6787109375,993.6693115234375,994.4716796875,1061.1204833984375,496.899658203125,0
4.052,48.307903289794922,14.210719108581543,181.84835815429688,-858.3046875,992.49822998046875,994.75360107421875,1061.217529296875,499.27606201171875,0
4.056,48.11956787109375,14.013845443725586,181.7086181640625,-853.00909423828125,995.404296875,996.83087158203125,1062.300537109375,503.73583984375,0
4.06,48.273517608642578,14.292724609375,180.95480346679688,-846.90203857421875,998.60321044921875,1000.7088623046875,1065.2474365234375,510.02359008789062,0
4.064,48.355133056640625,15.757169723510742,180.25920104980469,-837.02783203125,1003.6981201171875,1005.79638671875,1070.0062255859375,518.09356689453125,0
4.068,48.295379638671875,18.216238021850586,180.03800964355469,-825.4862060546875,1010.3131713867188,1011.17236328125,1075.7152099609375,526.68017578125,0
4.072,50.189464569091797,21.677392959594727,179.77035522460938,-817.78631591796875,1013.7197265625,1014.9440307617188,1080.787841796875,533.69500732421875,0
4.076,50.519493103027344,23.074670791625977,180.07536315917969,-808.91729736328125,1018.3299560546875,1016.7412109375,1084.5205078125,539.07012939453125,0
4.08,51.095176696777344,22.855377197265625,180.00485229492188,-803.61199951171875,1020.0599365234375,1016.9716796875,1086.9730224609375,542.4822998046875,0
4.084,51.017902374267578,20.861843109130859,179.74630737304688,-796.87188720703125,1021.6787109375,1017.3717651367188,1089.5546875,545.70556640625,0
4.088,50.246631622314453,17.911951065063477,179.4296875,-787.9189453125,1024.8179931640625,1019.3504638671875,1093.3160400390625,549.38446044921875,0
4.092,51.485248565673828,16.558877944946289,178.82832336425781,-780.4443359375,1026.218505859375,1022.7330932617188,1097.9361572265625,552.69305419921875,0
4.096,51.768749237060547,15.231956481933594,178.96533203125,-768.7783203125,1031.10546875,1027.771240234375,1103.6361083984375,556.64764404296875,0
4.1,52.992851257324219,14.688575744628906,179.12541198730469,-758.44366455078125,1035.4251708984375,1033.333740234375,1109.7796630859375,560.96453857421875,0
4.104,53.510032653808594,14.1622314453125,179.42720031738281,-747.11065673828125,1040.2845458984375,1037.6988525390625,1114.8349609375,565.51287841796875,0
4.108,52.485984802246094,13.205319404602051,179.55709838867188,-736.97723388671875,1044.584716796875,1039.19921875,1117.1796875,568.9017333984375,0
4.112,52.875755310058594,13.809700012207031,178.838134765625,-732.68572998046875,1043.4810791015625,1037.1138916015625,1115.921630859375,569.56671142578125,0
4.116,52.176597595214844,14.619344711303711,178.19828796386719,-727.2685546875,1042.628662109375,1033.5843505859375,1112.7464599609375,568.70343017578125,0
4.12,52.522846221923828,16.519863128662109,177.33354187011719,-723.78094482421875,1040.041748046875,1030.7779541015625,1110.120849609375,567.41925048828125,0
4.124,52.863494873046875,18.343017578125,176.939453125,-717.279296875,1039.589599609375,1030.4320068359375,1109.5618896484375,567.68145751953125,0
4.128,52.449546813964844,18.645294189453125,177.00935363769531,-708.07000732421875,1042.0732421875,1032.6380615234375,1110.9342041015625,569.48614501953125,0
4.132,53.458606719970703,18.615123748779297,176.8365478515625,-701.07781982421875,1042.3798828125,1035.306640625,1112.5677490234375,570.97491455078125,0
4.136,53.147850036621094,17.175893783569336,176.89115905761719,-692.15252685546875,1044.03515625,1037.1123046875,1113.016357421875,571.49688720703125,0
4.14,53.983543395996094,16.16229248046875,176.32856750488281,-686.76953125,1043.0025634765625,1037.4859619140625,1112.0804443359375,570.78533935546875,0
4.144,54.998222351074219,15.281832695007324,175.73591613769531,-680.26348876953125,1042.307373046875,1037.1669921875,1110.900390625,570.43182373046875,0
4.148,55.121307373046875,13.615789413452148,175.23222351074219,-672.15087890625,1043.329833984375,1036.7542724609375,1109.750732421875,570.22784423828125,0
4.152,56.104656219482422,12.686924934387207,174.366943359375,-666.11981201171875,1042.5484619140625,1036.3408203125,1107.932373046875,569.15948486328125,0
4.156,55.333030700683594,11.700985908508301,174.18038940429688,-656.73876953125,1044.5611572265625,1036.9765625,1105.682373046875,568.08807373046875,0
4.16,55.544361114501953,12.181877136230469,174.06684875488281,-649.12969970703125,1045.1187744140625,1038.654052734375,1103.6204833984375,567.1658935546875,0
4.164,55.811058044433594,13.182269096374512,174.1259765625,-639.2177734375,1046.6168212890625,1041.4241943359375,1102.7308349609375,567.7822265625,0
4.168,55.370140075683594,13.642562866210938,174.02548217773438,-627.31085205078125,1049.6048583984375,1044.8388671875,1103.1822509765625,569.63311767578125,0
4.172,56.350383758544922,15.085281372070312,173.3055419921875,-617.69384765625,1049.7080078125,1047.3343505859375,1103.9381103515625,571.17559814453125,0
4.176,55.82958984375,15.953001022338867,173.03903198242188,-605.62908935546875,1051.387451171875,1048.268310546875,1104.1136474609375,572.0936279296875,0
4.18,55.846294403076172,17.004589080810547,172.50151062011719,-597.46075439453125,1050.1849365234375,1046.7164306640625,1102.662109375,570.91094970703125,0
4.184,55.473918914794922,17.740795135498047,171.93502807617188,-590.03546142578125,1047.5296630859375,1042.7366943359375,1099.314208984375,567.92578125,0
4.188,54.60418701171875,17.726037979125977,171.4122314453125,-583.302734375,1043.6907958984375,1037.28125,1094.330078125,563.5775146484375,0
4.192,55.759593963623047,18.207509994506836,170.67170715332031,-579.5775146484375,1036.186279296875,1031.573974609375,1088.5159912109375,558.74871826171875,0
4.196,56.162559509277344,17.694112777709961,170.75398254394531,-571.7216796875,1031.8662109375,1027.4466552734375,1083.5462646484375,555.43878173828125,0
4.2,57.463951110839844,17.331659317016602,170.70954895019531,-565.1781005859375,1027.145263671875,1024.7005615234375,1079.8203125,553.0838623046875,0
4.204,57.752288818359375,16.390188217163086,170.48640441894531,-557.3045654296875,1023.6551513671875,1022.7064208984375,1076.9788818359375,551.32373046875,0
4.208,56.617424011230469,14.710383415222168,170.01522827148438,-548.6390380859375,1022.1101684570312,1021.42041015625,1074.8519287109375,549.6356201171875,0
4.212,57.221366882324219,14.408767700195312,169.15290832519531,-542.06610107421875,1019.5477294921875,1020.8543090820312,1073.8870849609375,548.73321533203125,0
4.216,57.330924987792969,13.950653076171875,169.0787353515625,-531.55694580078125,1020.9597778320312,1021.4284057617188,1074.6064453125,550.18475341796875,0
4.22,58.856250762939453,14.094378471374512,168.94906616210938,-523.30792236328125,1021.28955078125,1022.3536987304688,1075.9263916015625,552.4036865234375,0
4.224,60.486408233642578,14.486852645874023,169.115966796875,-514.0814208984375,1021.669921875,1023.16943359375,1076.560302734375,554.4921875,0
4.228,61.472423553466797,14.565580368041992,169.6328125,-503.41122436523438,1022.4188232421875,1023.6746215820312,1075.9664306640625,555.58660888671875,0
4.232,63.428215026855469,15.234251022338867,169.78022766113281,-493.92251586914062,1020.3983154296875,1024.2672119140625,1074.8511962890625,555.763671875,0
4.236,63.530357360839844,14.845800399780273,170.06405639648438,-479.80136108398438,1020.9269409179688,1026.7906494140625,1074.61328125,556.69940185546875,0
4.24,64.136703491210938,14.56959342956543,169.40605163574219,-468.20492553710938,1019.2596435546875,1030.666015625,1074.85546875,557.44140625,0
4.244,64.573036193847656,14.23853874206543,168.51860046386719,-458.15487670898438,1016.30322265625,1033.771240234375,1074.195068359375,556.9183349609375,0
4.248,64.57867431640625,13.750042915344238,168.080078125,-450.74545288085938,1012.3771362304688,1034.4193115234375,1071.749755859375,553.90753173828125,0
4.252,65.487220764160156,14.273251533508301,167.66365051269531,-448.03875732421875,1004.9553833007812,1032.0845947265625,1067.701171875,548.6302490234375,0
4.256,64.159103393554688,14.150390625,167.81941223144531,-443.05795288085938,999.20233154296875,1027.3402099609375,1062.4107666015625,542.58074951171875,0
4.26,63.269073486328125,14.744735717773438,167.49250793457031,-441.20965576171875,990.07781982421875,1019.9793701171875,1055.5562744140625,535.30615234375,0
4.264,62.387248992919922,15.765589714050293,167.09733581542969,-439.21548461914062,979.46728515625,1010.7783203125,1047.5552978515625,527.72149658203125,0
4.268,61.556110382080078,16.888240814208984,166.9334716796875,-436.964599609375,969.0848388671875,1000.9049682617188,1039.1998291015625,520.38458251953125,0
4.272,62.631706237792969,19.289068222045898,166.53446960449219,-436.60903930664062,957.22735595703125,991.22216796875,1031.1790771484375,513.6497802734375,0
4.276,62.297466278076172,20.769145965576172,166.60966491699219,-432.01580810546875,949.58575439453125,982.830078125,1023.8899536132812,507.94696044921875,0
4.28,62.427539825439453,22.125310897827148,166.27397155761719,-429.36175537109375,941.63250732421875,975.76104736328125,1017.28955078125,502.30697631835938,0
4.284,62.165008544921875,23.339859008789062,166.02267456054688,-425.39364624023438,935.2137451171875,970.47637939453125,1011.8674926757812,497.6630859375,0
4.288,61.781517028808594,24.391994476318359,166.0592041015625,-420.21273803710938,930.72637939453125,966.9984130859375,1007.73095703125,493.77215576171875,0
4.292,63.646495819091797,26.388284683227539,165.75302124023438,-416.671630859375,924.5960693359375,964.8055419921875,1004.5238037109375,490.22705078125,0
4.296,64.847579956054688,27.35443115234375,165.80436706542969,-408.85736083984375,921.6072998046875,963.7938232421875,1001.7604370117188,487.68304443359375,0
4.3,67.172836303710938,28.176956176757812,165.2318115234375,-403.1123046875,917.12060546875,962.669921875,998.3724365234375,485.01165771484375,0
4.304,69.1014404296875,28.238367080688477,164.27792358398438,-396.816650390625,912.9384765625,960.89874267578125,993.93634033203125,482.3154296875,0
4.308,69.873329162597656,27.130514144897461,163.24716186523438,-390.72647094726562,909.4261474609375,958.24725341796875,988.42529296875,478.81478881835938,0
4.312,71.436241149902344,26.659053802490234,162.02922058105469,-387.94760131835938,903.05303955078125,954.43084716796875,982.150390625,473.95623779296875,0
4.316,72.084312438964844,26.152414321899414,161.7779541015625,-382.24383544921875,898.34112548828125,950.0516357421875,975.6331787109375,468.47476196289062,0
4.32,74.751510620117188,26.872695922851562,161.70068359375,-378.87274169921875,890.93408203125,945.26776123046875,969.05810546875,461.996826171875,0
4.324,77.209693908691406,27.299280166625977,161.8297119140625,-373.517822265625,884.18096923828125,941.2659912109375,963.3465576171875,456.24578857421875,0
4.328,77.527320861816406,26.322469711303711,161.83578491210938,-366.40673828125,879.236328125,938.31231689453125,958.28009033203125,451.52359008789062,0
4.332,77.531661987304688,25.824960708618164,161.15829467773438,-362.46234130859375,871.6409912109375,934.93292236328125,952.12451171875,446.51904296875,0
4.336,75.62127685546875,25.089044570922852,160.89826965332031,-357.34072875976562,865.43389892578125,930.45684814453125,944.03582763671875,440.65179443359375,0
4.34,74.908973693847656,25.6585693359375,160.39047241210938,-355.96942138671875,857.24981689453125,924.94677734375,934.77685546875,433.44793701171875,0
4.344,74.682090759277344,27.343225479125977,160.2095947265625,-352.534912109375,851.24169921875,920.3138427734375,926.52996826171875,427.27728271484375,0
4.348,74.123130798339844,29.216014862060547,160.49226379394531,-345.7333984375,848.60858154296875,917.56121826171875,920.35382080078125,423.32464599609375,0
4.352,73.932716369628906,31.202371597290039,160.3968505859375,-339.15463256835938,844.7259521484375,915.25213623046875,915.66094970703125,421.309326171875,0
4.356,71.3135986328125,31.246957778930664,160.60221862792969,-329.23162841796875,842.3826904296875,911.78759765625,911.13201904296875,420.04751586914062,0
4.36,69.106605529785156,30.976146697998047,160.15121459960938,-323.90951538085938,835.6181640625,905.5833740234375,905.0985107421875,416.35531616210938,0
4.364,66.38421630859375,30.332773208618164,159.34384155273438,-319.25210571289062,827.22381591796875,897.62725830078125,898.08154296875,410.82928466796875,0
4.368,63.183582305908203,29.220174789428711,158.4786376953125,-314.02825927734375,819.57794189453125,889.88934326171875,891.6004638671875,405.09173583984375,0
4.372,61.778778076171875,29.096384048461914,157.13449096679688,-311.69247436523438,810.06219482421875,882.67999267578125,885.84637451171875,399.76913452148438,0
4.376,59.712699890136719,28.414789199829102,156.24227905273438,-307.63226318359375,803.13934326171875,875.5858154296875,879.83380126953125,394.86288452148438,0
4.38,59.41448974609375,28.502040863037109,155.27290344238281,-307.7978515625,794.0120849609375,867.64483642578125,872.39959716796875,388.83847045898438,0
4.384,59.4051513671875,28.789306640625,154.7322998046875,-307.41009521484375,785.45538330078125,859.4599609375,863.93731689453125,382.47280883789062,0
4.388,58.608837127685547,28.191253662109375,154.28144836425781,-305.77850341796875,778.3701171875,851.55096435546875,855.08221435546875,375.91400146484375,0
4.392,58.710559844970703,27.756526947021484,153.10932922363281,-306.554931640625,768.5745849609375,843.28985595703125,845.98681640625,368.96224975585938,0
4.396,57.676586151123047,26.477636337280273,152.47782897949219,-304.56683349609375,760.52001953125,834.685546875,836.75830078125,362.15737915039062,0
4.4,57.70709228515625,25.602066040039062,151.61286926269531,-305.45428466796875,750.28192138671875,825.5960693359375,827.02001953125,354.66390991210938,0
4.404,57.065723419189453,24.433334350585938,150.66349792480469,-304.9609375,740.8695068359375,816.5946044921875,816.96649169921875,347.33285522460938,0
4.408,55.678497314453125,22.942834854125977,149.95133972167969,-302.761474609375,733.43096923828125,808.12664794921875,807.1766357421875,340.46185302734375,0
4.412,55.649250030517578,22.78448486328125,148.94580078125,-301.90380859375,724.74169921875,800.6258544921875,798.64422607421875,334.54705810546875,0
4.416,54.223064422607422,22.514883041381836,148.29060363769531,-296.66131591796875,719.64288330078125,794.83953857421875,792.310546875,330.58114624023438,0
4.42,53.400646209716797,23.269241333007812,147.33210754394531,-293.23428344726562,713.17950439453125,789.5238037109375,787.33477783203125,327.134765625,0
4.424,51.803295135498047,24.306137084960938,146.85905456542969,-288.23251342773438,707.3427734375,783.9530029296875,782.79901123046875,324.15438842773438,0
4.428,49.3101806640625,24.872325897216797,146.9473876953125,-281.78286743164062,703.1746826171875,778.47589111328125,778.6644287109375,321.54248046875,0
4.432,47.95343017578125,26.012828826904297,146.61650085449219,-277.91195678710938,697.4320068359375,773.46875,775.11395263671875,319.22161865234375,0
4.436,45.317096710205078,26.151800155639648,146.5257568359375,-272.046875,694.46826171875,769.27490234375,772.06134033203125,317.45614624023438,0
4.44,43.399742126464844,26.33831787109375,145.6927490234375,-269.99551391601562,688.97003173828125,764.8284912109375,768.84979248046875,315.15966796875,0
4.444,40.644309997558594,26.230739593505859,144.54548645019531,-266.90127563476562,683.2908935546875,760.04217529296875,765.5322265625,313.27041625976562,0
4.448,37.459796905517578,25.980630874633789,143.67477416992188,-262.13055419921875,678.99169921875,755.33984375,762.06866455078125,311.64981079101562,0
4.452,36.485618591308594,27.043880462646484,142.87643432617188,-259.17230224609375,673.0555419921875,750.6097412109375,758.1298828125,309.69833374023438,0
4.456,35.125419616699219,27.690286636352539,143.03047180175781,-251.8841552734375,670.80499267578125,746.86865234375,754.63104248046875,308.89935302734375,0
4.46,35.0806884765625,28.832830429077148,143.07597351074219,-245.05842590332031,668.7835693359375,745.0550537109375,753.02996826171875,310.24334716796875,0
4.464,34.94622802734375,29.825881958007812,143.19523620605469,-235.35726928710938,669.41033935546875,745.2850341796875,753.66015625,314.04281616210938,0
4.468,34.833698272705078,30.409170150756836,143.52792358398438,-223.76644897460938,672.75115966796875,746.4534912109375,755.62030029296875,318.29360961914062,0
4.472,36.4619140625,31.88970947265625,143.60514831542969,-213.39962768554688,675.1175537109375,747.9398193359375,758.7069091796875,322.38442993164062,0
4.476,36.635883331298828,32.318626403808594,144.14714050292969,-198.84725952148438,680.52667236328125,749.83087158203125,762.7850341796875,326.93603515625,0
4.48,36.915283203125,32.422344207763672,144.0010986328125,-187.3814697265625,683.06787109375,750.7742919921875,766.69805908203125,330.47186279296875,0
4.484,36.167106628417969,31.869735717773438,143.70674133300781,-176.70478820800781,684.08770751953125,750.04559326171875,769.5482177734375,333.03948974609375,0
4.488,35.016471862792969,30.645263671875,143.60395812988281,-168.071533203125,683.60107421875,747.36151123046875,770.24591064453125,333.93344116210938,0
4.492,35.367603302001953,30.119497299194336,142.89950561523438,-164.94673156738281,678.2718505859375,742.76104736328125,768.35614013671875,332.85464477539062,0
4.496,34.376792907714844,28.988784790039062,142.38972473144531,-160.49299621582031,674.06134033203125,737.30877685546875,764.74298095703125,331.1728515625,0
4.5,34.227752685546875,28.502859115600586,141.383544921875,-159.4072265625,667.5633544921875,731.4539794921875,760.33154296875,328.95947265625,0
4.504,34.11260986328125,28.406759262084961,140.69194030761719,-157.44694519042969,661.677734375,725.98260498046875,756.17071533203125,326.79940795898438,0
4.508,34.17828369140625,28.340316772460938,140.6141357421875,-154.93844604492188,657.1761474609375,720.98223876953125,752.4139404296875,323.97982788085938,0
4.512,35.166679382324219,28.530635833740234,140.04304504394531,-155.35043334960938,650.69610595703125,716.1375732421875,748.86297607421875,320.56698608398438,0
4.516,34.089893341064453,27.313201904296875,139.79733276367188,-151.778564453125,647.6865234375,712.41278076171875,746.2381591796875,318.23699951171875,0
4.52,33.799827575683594,26.763971328735352,139.40351867675781,-148.31913757324219,644.8499755859375,710.501953125,745.35125732421875,317.50961303710938,0
4.524,33.064838409423828,26.778238296508789,139.23982238769531,-141.0570068359375,645.01092529296875,710.89825439453125,746.4114990234375,319.47967529296875,0
4.528,31.61553955078125,26.824062347412109,139.316162109375,-131.55050659179688,647.90887451171875,712.7791748046875,748.30633544921875,323.04110717773438,0
4.532,31.260320663452148,27.607097625732422,138.98640441894531,-124.47245025634766,649.08184814453125,714.81915283203125,750.18212890625,326.91128540039062,0
4.536,29.349700927734375,27.076898574829102,138.9757080078125,-114.65976715087891,652.85626220703125,716.6805419921875,752.27862548828125,331.11077880859375,0
4.54,27.990978240966797,26.579082489013672,138.42973327636719,-107.96983337402344,654.419921875,717.65655517578125,754.3837890625,334.60122680664062,0
4.544,26.559581756591797,26.762645721435547,138.12702941894531,-100.64628601074219,655.8807373046875,717.86346435546875,756.03546142578125,337.6796875,0
4.548,25.370433807373047,27.690338134765625,138.22453308105469,-93.074630737304688,657.806640625,717.47119140625,756.63214111328125,339.50503540039062,0
4.552,25.413885116577148,29.736385345458984,137.6929931640625,-88.767623901367188,657.01885986328125,716.5931396484375,756.0853271484375,339.82611083984375,0
4.556,23.927841186523438,30.988372802734375,137.34782409667969,-81.32733154296875,659.1982421875,716.3563232421875,755.634765625,340.54638671875,0
4.56,23.621761322021484,32.450492858886719,136.50874328613281,-75.87738037109375,660.6318359375,717.0164794921875,756.6610107421875,342.31829833984375,0
4.564,23.591180801391602,33.266857147216797,135.78694152832031,-69.753440856933594,662.880859375,717.69158935546875,758.8802490234375,345.08364868164062,0
4.568,23.799234390258789,33.088703155517578,135.4388427734375,-64.297714233398438,665.26495361328125,716.72607421875,760.57012939453125,347.007568359375,0
4.572,25.390111923217773,33.114646911621094,134.68429565429688,-62.527446746826172,664.31396484375,713.7528076171875,761.01190185546875,347.51611328125,0
4.576,25.568475723266602,31.954036712646484,134.37167358398438,-58.697498321533203,664.76824951171875,709.6644287109375,759.83477783203125,346.64657592773438,0
4.58,26.644012451171875,31.109003067016602,133.76953125,-59.443920135498047,660.95703125,703.8572998046875,755.853515625,342.51602172851562,0
4.584,27.111049652099609,30.078805923461914,133.30587768554688,-61.1351318359375,654.46435546875,696.22039794921875,749.2034912109375,335.89370727539062,0
